ID,present,WC_alt,WC_bio1,WC_bio2,ER_tri,ER_topoWet,lon,lat
551,0,303,25.700000762939453,16.600000381469727,4.940000057220459,13.050000190734863,29.708333333333336,21.2083333333333
552,0,697,18.700000762939453,14.100000381469727,8.6899995803833,12.819999694824219,3.791666666666664,33.291666666666636
553,0,314,27,13.100000381469727,5.840000152587891,13.859999656677246,49.125,20.375
554,0,22,26.299999237060547,7.099999904632568,10.850000381469727,11.850000381469727,9.791666666666666,0.041666666666636
555,0,62,13,9.5,2.240000009536743,13.350000381469727,9.791666666666666,45.291666666666636
556,0,564,26.200000762939453,11.5,5.980000019073486,13.109999656677246,78.54166666666667,17.875
557,0,691,23.200000762939453,15.600000381469727,29.520000457763672,10.510000228881836,65.04166666666667,26.4583333333333
558,0,606,24.399999618530273,11.399999618530273,13.390000343322754,11.800000190734863,24.291666666666664,4.791666666666636
559,0,666,22.200000762939453,17.700000762939453,5.019999980926514,13.720000267028809,64.04166666666667,30.625
560,0,419,7.5,8.699999809265137,23.170000076293945,10.84000015258789,13.541666666666666,49.625
561,0,869,7.5,9.399999618530273,75.4000015258789,9.229999542236328,23.375,45.4583333333333
562,0,845,19.5,13.899999618530273,6.710000038146973,13.079999923706055,-0.791666666666668,32.041666666666636
563,0,4563,-7.199999809265137,9.699999809265137,265.0799865722656,7.059999942779541,72.70833333333334,39.291666666666636
564,0,472,24.700000762939453,10,10.710000038146973,11.949999809265137,24.625,0.125
565,0,74,9.5,9,0.9800000190734863,14.210000038146973,34.375,47.125
566,0,1544,19,13,24.389999389648438,11.029999732971191,39.708333333333336,5.375
567,0,565,22.299999237060547,12,10.880000114440918,11.930000305175781,34.125,25.375
568,0,1612,20.5,10.699999809265137,38.459999084472656,10.399999618530273,29.541666666666664,-7.2916666666667
569,0,952,22.299999237060547,15.899999618530273,0.6499999761581421,15.119999885559082,22.458333333333336,-19.875
570,0,979,19.100000381469727,12.800000190734863,104.55000305175781,8.649999618530273,72.29166666666667,34.541666666666636
571,0,255,15.199999809265137,13.699999809265137,6.820000171661377,14.079999923706055,64.29166666666667,39.125
572,0,717,20.899999618530273,14.199999809265137,10.270000457763672,13.039999961853027,-1.708333333333336,31.375
573,0,215,6,11.899999618530273,5.119999885559082,13,57.95833333333334,48.125
574,0,241,11.199999809265137,9.699999809265137,13.779999732971191,11.0600004196167,23.625,43.375
575,0,11,9.600000381469727,8.899999618530273,7.75,13.069999694824219,40.791666666666664,47.625
576,0,739,24.100000381469727,13,57.68000030517578,10.170000076293945,13.625,7.7083333333333
577,0,310,23,16.600000381469727,30.610000610351562,10.970000267028809,7.625,29.541666666666636
578,0,174,17.299999237060547,10.600000381469727,12.970000267028809,12.15999984741211,-8.208333333333336,33.125
579,0,1055,22.100000381469727,15.5,0.6000000238418579,14.630000114440918,25.291666666666664,-18.0416666666667
580,0,235,26.399999618530273,13.5,6.760000228881836,12.90999984741211,73.95833333333334,24.041666666666636
581,0,587,27.799999237060547,14.899999618530273,10.09000015258789,12.539999961853027,1.875,19.125
582,0,737,24,11.699999809265137,18.270000457763672,11.279999732971191,21.708333333333336,-6.625
583,0,187,28.5,13.5,10.0600004196167,12.449999809265137,1.458333333333332,11.625
584,0,431,24.799999237060547,9.600000381469727,18.219999313354492,11.329999923706055,20.041666666666664,-3.625
585,0,430,22.399999618530273,15.899999618530273,2.9100000858306885,15.029999732971191,18.458333333333336,24.7083333333333
586,0,1243,19.600000381469727,14.600000381469727,8.34000015258789,12.75,27.375,-16.5416666666667
587,0,328,25.299999237060547,9.300000190734863,2.0799999237060547,13.4399995803833,18.458333333333336,-0.208333333333364
588,0,529,25.100000381469727,17.700000762939453,12.399999618530273,11.75,18.541666666666664,6.541666666666636
589,0,111,7,9.399999618530273,7.710000038146973,12.5600004196167,44.708333333333336,49.9583333333333
590,0,148,28,12.5,7.110000133514404,12.609999656677246,0.541666666666664,9.875
591,0,505,26.5,12.600000381469727,10.5,12.029999732971191,77.29166666666667,19.9583333333333
592,0,45,27.100000381469727,11.300000190734863,4.25,12.59000015258789,51.125,24.7083333333333
593,0,64,19,11.899999618530273,6.53000020980835,11.319999694824219,36.041666666666664,37.375
594,0,131,27.600000381469727,12,1.440000057220459,14.25,55.54166666666667,22.9583333333333
595,0,1155,20.899999618530273,15.199999809265137,6.920000076293945,12.640000343322754,24.958333333333336,-14.875
596,0,451,27.100000381469727,16,1.7999999523162842,14.399999618530273,10.541666666666666,17.7083333333333
597,0,1005,19.299999237060547,14.899999618530273,60.59000015258789,9.989999771118164,54.458333333333336,33.7083333333333
598,0,359,27.700000762939453,17,3.180000066757202,13.510000228881836,29.291666666666664,17.375
599,0,117,10,11.800000190734863,0.7900000214576721,14.770000457763672,65.04166666666667,45.041666666666636
600,0,602,25.100000381469727,12.199999809265137,17.1299991607666,11.279999732971191,25.041666666666664,5.541666666666636
601,0,443,24.899999618530273,10,17.299999237060547,11.3100004196167,22.291666666666664,1.625
602,0,218,26.299999237060547,12,2.549999952316284,13.65999984741211,49.458333333333336,24.7083333333333
603,0,1541,19.100000381469727,16.799999237060547,9.710000038146973,12.640000343322754,17.791666666666664,-22.708333333333357
604,0,306,12.699999809265137,7.800000190734863,14.6899995803833,12.739999771118164,7.791666666666666,44.625
605,0,515,10.100000381469727,10.300000190734863,30.139999389648438,10.399999618530273,1.708333333333332,45.625
606,0,429,27.299999237060547,15.199999809265137,6.730000019073486,12.539999961853027,20.958333333333336,17.625
607,0,533,27.399999618530273,14.800000190734863,2.759999990463257,14.640000343322754,30.291666666666664,14.2083333333333
608,0,160,11.899999618530273,12.100000381469727,4.230000019073486,13.329999923706055,64.20833333333334,43.541666666666636
609,0,1025,24.299999237060547,15.899999618530273,27.100000381469727,10.779999732971191,22.291666666666664,17.375
